t_index	term	df
9081	onesid	1
9082	onetenth	1
9083	onethird	3
9084	onetim	20
9085	onevot	1
9086	oneway	1
9087	oneyear	1
9088	ong	1
9089	ongo	14
9090	onkar	1
9091	onli	347
9092	onlin	1
9093	onlook	9
9094	onscen	1
9095	onsit	1
9096	onslaught	1
9097	onward	1
9098	op	1
9099	opec	1
9100	open	268
9101	openair	7
9102	openfront	2
9103	openli	16
9104	openspac	1
9105	oper	161
9106	opera	2
9107	opinion	23
9108	oppon	74
9109	opportun	30
9110	oppos	42
9111	opposit	185
9112	oppositioncontrol	5
9113	oppositionl	1
9114	oppositionrun	2
9115	opt	5
9116	optic	2
9117	optim	4
9118	optimist	12
9119	option	39
9120	opul	3
9121	oracl	1
9122	oral	1
9123	orang	9
9124	orangereddish	1
9125	orano	1
9126	orat	2
9127	oratori	1
9128	orbit	1
9129	orchard	1
9130	orchestr	4
9131	ordeal	5
9132	order	131
9133	orderli	6
9134	ordin	1
9135	ordinari	16
9136	ordnanc	7
9137	ore	5
9138	oregon	10
9139	oregonstyl	1
9140	oreman	1
9141	organ	115
9142	organiz	2
9143	orgi	1
9144	orient	5
9145	origin	46
9146	orissa	1
9147	orlando	4
9148	orlean	1
9149	orphan	1
9150	orrin	2
9151	ort	1
9152	ortega	2
9153	ortel	1
9154	orthodox	17
9155	orthoped	1
9156	ortiz	3
9157	osama	84
9158	oscar	5
9159	oshima	3
9160	oshman	6
9161	oskinoff	1
9162	oslo	2
9163	osprey	1
9164	osseo	1
9165	ostentati	1
9166	osteochondrosi	1
9167	ostrichlik	1
9168	otherwis	22
9169	otpor	2
9170	ottoman	5
9171	ouattara	30
9172	ought	13
9173	oui	1
9174	ould	1
9175	ouof	1
9176	ourselv	12
9177	oust	51
9178	ouster	9
9179	outboard	3
9180	outbreak	6
9181	outburst	3
9182	outclass	1
9183	outcom	46
9184	outcri	1
9185	outdoor	4
9186	outer	11
9187	outfit	6
9188	outgo	9
9189	outgrowth	2
9190	outgun	1
9191	outing	1
9192	outlast	4
9193	outlaw	8
9194	outlay	1
9195	outlet	4
9196	outli	1
9197	outlin	8
9198	outliv	1
9199	outmaneuv	3
9200	outmod	1
9201	outnumb	3
9202	outofst	2
9203	outplay	1
9204	outpol	16
9205	outpost	1
9206	outpour	5
9207	output	2
9208	outrag	21
9209	outrais	1
9210	outreach	1
9211	outright	21
9212	outserv	1
9213	outset	4
9214	outsid	175
9215	outskirt	4
9216	outsmart	3
9217	outspend	1
9218	outspent	3
9219	outspoken	4
9220	outstand	2
9221	outster	1
9222	outstrip	1
9223	outtara	1
9224	outvot	1
9225	outward	3
9226	outwardli	1
9227	outweigh	2
9228	oval	4
9229	ovat	1
9230	overabund	1
9231	overal	6
9232	overbil	1
9233	overboard	2
9234	overcam	8
9235	overcom	13
9236	overconfid	3
9237	overcrowd	1
9238	overdo	1
9239	overdu	1
9240	overec	1
9241	overestim	1
9242	overextend	1
9243	overflow	4
9244	overh	1
9245	overhaul	3
9246	overhead	13
9247	overjoy	1
9248	overlap	1
9249	overli	2
9250	overload	3
9251	overlook	8
9252	overnight	25
9253	overpaid	1
9254	overpow	17
9255	overreact	1
9256	overrid	3
9257	overrul	1
9258	overrun	2
9259	oversaw	5
9260	overse	29
9261	oversea	25
9262	overshadow	10
9263	oversight	1
9264	overst	2
9265	overstay	1
9266	overstep	1
9267	overt	3
9268	overtak	2
9269	overtaken	1
9270	overthrew	5
9271	overthrow	9
9272	overthrown	4
9273	overtim	2
9274	overtli	1
9275	overton	1
9276	overtook	1
9277	overtur	2
9278	overturff	1
9279	overturn	16
9280	overwhelm	27
9281	overwhelmingli	2
9282	overwrought	1
9283	overzeal	2
9284	owe	12
9285	owen	9
9286	owner	20
9287	ownership	1
9288	oxfam	1
9289	oxygen	1
9290	oyanguren	1
9291	p	7
9292	pa	18
9293	pabl	2
9294	pac	1
9295	pace	10
9296	pacif	15
9297	pack	32
9298	packag	4
9299	pact	7
9300	paddi	12
9301	paddl	1
9302	padella	1
9303	padlock	1
9304	pae	2
9305	page	23
9306	pageantri	2
9307	pager	1
9308	paid	30
9309	paig	1
9310	pain	31
9311	painstak	3
9312	painstakingli	3
9313	paint	11
9314	painter	1
9315	pair	20
9316	pajama	1
9317	pajoli	1
9318	pakistan	30
9319	pakistani	8
9320	palac	24
9321	palacio	2
9322	palanka	3
9323	pale	2
9324	palestin	11
9325	palestinian	46
9326	palestinianisra	4
9327	palestinianyemeni	1
9328	pall	2
9329	pallbear	1
9330	palm	4
9331	palmer	7
9332	palmsiz	1
9333	paltri	1
9334	pamper	1
9335	pamphlet	3
9336	pan	4
9337	panama	24
9338	panamanian	1
9339	panamerican	4
9340	panamericana	1
9341	panchal	1
9342	pandya	14
9343	paneagua	2
9344	panel	16
9345	paniagua	34
9346	panic	15
9347	panick	8
9348	panicstricken	1
9349	pant	1
9350	pantap	1
9351	panther	1
9352	pantsuit	1
9353	paola	3
9354	papandr	2
9355	paper	24
9356	paperwork	2
9357	parachut	1
9358	parad	21
9359	paradigm	1
9360	paradox	1
9361	parafinanci	2
9362	paraguay	3
9363	parallel	6
9364	paralys	1
9365	paralyz	1
9366	paramed	2
9367	paramilitari	10
9368	paranoia	3
9369	paranoiac	1
9370	paraphras	1
9371	parapleg	2
9372	parapolic	2
9373	parascientif	1
9374	pardon	91
9375	parent	60
9376	pari	9
9377	pariah	5
9378	parikh	1
9379	parishion	3
9380	park	48
9381	parlanc	3
9382	parlett	1
9383	parliament	58
9384	parliamentari	6
9385	parliamentarian	1
9386	parlor	1
9387	parmar	1
9388	parodi	1
9389	parol	16
9390	parth	2
9391	parti	185
9392	partial	11
9393	particip	60
9394	particular	31
9395	particularli	41
9396	partisan	3
9397	partisanship	2
9398	partit	2
9399	partli	10
9400	partner	41
9401	partnership	5
9402	parvail	1
9403	pasariavich	1
9404	pascagoula	6
9405	pascual	2
9406	paso	10
9407	pasriavach	1
9408	pasriavich	1
9409	pasricha	1
9410	pass	82
9411	passag	7
9412	passageway	1
9413	passeng	5
9414	passion	10
9415	passiv	2
9416	passport	9
9417	past	140
9418	pasta	1
9419	pastim	1
9420	pastri	2
9421	pastur	1
9422	pat	13
9423	pataki	1
9424	patch	4
9425	patel	10
9426	patera	1
9427	patern	2
9428	path	17
9429	pathway	1
9430	patienc	5
9431	patient	19
9432	patriarch	1
9433	patricia	8
9434	patrick	55
9435	patriot	4
9436	patrol	20
9437	patron	1
9438	patronag	2
9439	patt	1
9440	patten	3
9441	pattern	12
9442	patti	6
9443	paubl	1
9444	pauciti	1
9445	paul	25
9446	paula	2
9447	pauli	1
9448	paus	8
9449	paval	1
9450	pave	7
9451	pavel	13
9452	pavelo	1
9453	pavement	4
9454	pavkov	9
9455	pavl	1
9456	pay	46
9457	payback	1
9458	paycheck	2
9459	payment	14
9460	payn	2
9461	payout	1
9462	payton	1
9463	pb	3
9464	pcp	1
9465	pdci	6
9466	peac	112
9467	peacekeep	7
9468	peacemak	2
9469	peacetre	1
9470	peachcolor	1
9471	peak	1
9472	pearl	1
9473	pearland	2
9474	peas	3
9475	peasant	4
9476	peddl	9
9477	peddler	1
9478	pedestrian	3
9479	pedro	1
9480	peduca	1
9481	peek	1
9482	peer	3
9483	pejor	1
9484	pelev	1
9485	pelki	7
9486	pelt	4
9487	peltier	12
9488	pelvi	1
9489	pen	4
9490	pena	1
9491	penal	4
9492	penalti	19
9493	pencil	1
9494	pend	11
9495	penetr	7
9496	peng	2
9497	peninsula	43
9498	penitentiari	3
9499	penn	3
9500	pennsylvania	27
9501	pension	2
9502	pent	1
9503	pentag	1
9504	pentagon	125
9505	peopl	482
9506	pepper	3
9507	perceiv	10
9508	percent	97
9509	percentag	12
9510	percept	3
9511	perch	6
9512	percol	1
9513	perdu	3
9514	perelman	1
9515	perez	13
9516	perezpena	1
9517	perfect	14
9518	perfectli	2
9519	perform	28
9520	pergram	1
9521	perhap	55
9522	peril	5
9523	perimet	2
9524	period	43
9525	peripher	1
9526	peris	1
9527	perish	9
9528	perjuri	6
9529	perk	1
9530	perman	15
9531	permiss	3
9532	permit	21
9533	perpetr	8
9534	perpetu	1
9535	persecut	10
9536	persever	3
9537	persian	66
9538	persiangulf	2
9539	persist	10
9540	person	110
9541	personifi	2
9542	personnel	60
9543	perspect	10
9544	persuad	27
9545	persuas	1
9546	pertain	1
9547	peru	61
9548	peruano	1
9549	perufujimori	1
9550	perus	1
9551	peruvian	49
9552	peruvianborn	1
9553	pervas	1
9554	pervers	1
9555	pervez	4
9556	peshawar	1
9557	pessag	1
9558	pessim	2
9559	pessimist	1
9560	pet	2
9561	pete	38
9562	peter	26
9563	petersberg	1
9564	petersburg	8
9565	petersen	2
9566	peterson	10
9567	petier	1
9568	petit	16
9569	petn	1
9570	petrova	1
9571	petti	6
9572	pew	2
9573	pezzor	2
9574	pham	3
9575	pharmaceut	4
9576	pharmaci	2
9577	phase	8
9578	phasedarray	1
9579	phenomenon	3
9580	pherchevia	1
9581	phieu	7
9582	phil	2
9583	philadelphia	3
9584	philanthrop	3
9585	philanthropi	4
9586	philanthropist	1
9587	philharmon	1
9588	philip	12
9589	philippin	3
9590	phillip	1
9591	philosophi	3
9592	phoenix	3
9593	phone	61
9594	phonein	2
9595	phonet	1
9596	phoni	2
9597	photo	24
9598	photograph	25
9599	phrase	6
9600	phylli	1
9601	physic	30
9602	physician	5
9603	pick	60
9604	pickax	1
9605	picket	5
9606	pickup	10
9607	picnic	2
9608	picnicstyl	1
9609	pictur	34
9610	picturetak	1
9611	piec	47
9612	piecem	1
9613	pier	8
9614	pierc	11
9615	pierr	1
9616	pietropaoli	1
9617	pig	5
9618	piggyback	2
9619	pike	1
9620	pile	24
9621	pilfer	1
9622	pilgrim	2
9623	pillar	16
9624	pillori	3
9625	pillow	1
9626	pillowcas	1
9627	pilot	28
9628	pin	9
9629	pincu	3
9630	pine	9
9631	pink	4
9632	pinkish	1
9633	pinochet	1
9634	pinpoint	2
9635	piolin	6
9636	pioneer	2
9637	pipe	6
9638	pipelin	6
9639	piper	1
9640	pistol	8
9641	pit	17
9642	pitch	8
9643	pitchblack	1
9644	pitkowski	1
9645	pittman	1
9646	pittsburg	2
9647	pittsburgh	3
9648	pivot	6
9649	pizza	2
9650	pj	11
9651	placard	1
9652	placardwav	2
9653	placat	2
9654	place	216
9655	plagu	10
9656	plain	4
9657	plainli	1
9658	plaintiff	1
9659	plaintiv	2
9660	plan	246
9661	planc	1
9662	plane	125
9663	planeload	9
9664	planner	2
9665	plant	19
9666	plantat	4
9667	planter	1
9668	plaster	2
9669	plastic	29
9670	plate	11
9671	plateau	3
9672	platform	19
9673	platt	1
9674	play	130
9675	player	53
9676	playoff	1
9677	playwright	2
9678	plaza	2
9679	plea	16
9680	plead	31
9681	pleas	27
9682	pleasur	8
9683	plebiscit	2
9684	pled	2
9685	pledg	68
9686	plenti	7
9687	pli	1
9688	plight	3
9689	plot	25
9690	plotnikov	2
9691	plotter	2
9692	plow	2
9693	ploy	1
9694	plu	19
9695	pluck	3
9696	plug	2
9697	plum	5
9698	plume	3
9699	plummet	6
9700	plung	13
9701	plural	1
9702	plush	1
9703	plust	1
9704	pm	57
9705	pneumat	2
9706	po	1
9707	pock	1
9708	pocket	19
9709	pocketbook	1
9710	podesta	1
9711	podgarica	1
9712	podgorica	3
9713	podium	3
9714	poet	1
9715	poignanc	1
9716	poignant	6
9717	point	183
9718	pointblank	1
9719	pointedli	1
9720	pointless	2
9721	pois	6
9722	poison	7
9723	poke	2
9724	poker	1
9725	poland	4
9726	polar	2
9727	pole	7
9728	polic	212
9729	policeman	14
9730	policemen	14
9731	polici	94
9732	policymak	3
9733	polish	3
9734	polit	228
9735	politburo	1
9736	politi	1
9737	politic	3
9738	politica	1
9739	politician	42
9740	politika	5
9741	poll	64
9742	pollard	6
9743	pollincen	1
9744	pollster	4
9745	pollut	3
9746	polo	1
9747	pomp	1
9748	pompfil	1
9749	ponchevo	1
9750	poncho	3
9751	ponder	2
9752	pondicherri	2
9753	pontiac	1
9754	ponytail	5
9755	pooh	1
9756	poohpooh	1
9757	pool	9
9758	poor	24
9759	poorer	2
9760	poorest	4
9761	poorli	6
9762	pop	1
9763	popcultur	1
9764	pope	64
9765	popov	4
9766	popul	48
9767	popular	94
9768	popularli	1
9769	populist	7
9770	por	1
9771	porch	2
9772	porou	1
9773	porridg	1
9774	port	171
9775	portabl	2
9776	portbas	3
9777	porter	3
9778	porterag	1
9779	portion	13
9780	portland	7
9781	portman	1
9782	portrait	5
9783	portray	11
9784	portsid	5
9785	portsmouth	5
9786	portuguesespeak	5
9787	pose	25
9788	posh	2
9789	posit	111
9790	possess	17
9791	possibl	235
9792	post	69
9793	postal	2
9794	postcard	1
9795	postcold	1
9796	postcommunist	1
9797	postdeb	3
9798	postdisast	1
9799	postdispatch	5
9800	postelect	4
9801	poster	10
9802	postfox	1
9803	posthum	7
9804	postindepend	1
9805	postmatch	2
9806	postmilosev	1
9807	postmortem	3
9808	postpon	13
9809	postquak	2
9810	postsoviet	1
9811	postspeech	1
9812	posttito	1
9813	posttourna	1
9814	posttraumat	4
9815	postur	4
9816	postwar	2
9817	pot	2
9818	potato	1
9819	potatopeel	1
9820	potent	3
9821	potenti	50
9822	pothol	1
9823	potray	1
9824	potter	1
9825	pouch	2
9826	poultri	2
9827	pounc	1
9828	pound	25
9829	pour	39
9830	povel	1
9831	poverti	19
9832	povertystricken	1
9833	pow	7
9834	powel	9
9835	power	322
9836	powerbrok	1
9837	powerhous	1
9838	powerless	2
9839	powmia	4
9840	poynter	1
9841	pozarevac	5
9842	practic	39
9843	praddo	1
9844	pradeep	1
9845	pradesh	4
9846	pragmat	4
9847	pragna	1
9848	pragu	1
9849	prais	28
9850	prakash	1
9851	pramod	1
9852	prankster	1
9853	prateek	1
9854	pratt	2
9855	pravda	1
9856	pray	23
9857	prayer	20
9858	preach	3
9859	precari	2
9860	precaut	34
9861	precautionari	6
9862	preced	10
9863	precinct	5
9864	preciou	4
9865	precipit	3
9866	precis	19
9867	preclud	1
9868	precondit	3
9869	predat	3
9870	predawn	4
9871	predecessor	7
9872	predgrag	4
9873	predica	1
9874	predict	55
9875	predominantli	1
9876	predrag	1
9877	preelect	3
9878	preempt	1
9879	prefabr	1
9880	prefer	17
9881	pregam	1
9882	pregnanc	1
9883	pregnant	5
9884	prejud	1
9885	prejudg	2
9886	prejudic	1
9887	preliminari	24
9888	prelud	2
9889	prematur	5
9890	premedit	6
9891	premis	2
9892	premium	1
9893	premonit	1
9894	preoccupi	2
9895	preordain	2
9896	prepackag	1
9897	prepar	128
9898	preparatori	1
9899	preplan	4
9900	preposit	2
9901	prerog	2
9902	presag	3
9903	prescrib	3
9904	prescript	10
9905	presenc	36
9906	present	61
9907	preserv	13
9908	presevo	1
9909	presid	546
9910	presiden	1
9911	presidentelect	20
9912	presidenti	219
9913	press	120
9914	pressman	1
9915	pressur	74
9916	prestig	1
9917	prestigi	1
9918	presum	34
9919	presumpt	1
9920	preteen	1
9921	pretend	5
9922	pretext	2
9923	pretti	42
9924	prevail	21
9925	prevent	58
9926	preview	2
9927	previou	31
9928	previous	27
9929	pri	15
9930	prianka	1
9931	pribicev	1
9932	price	30
9933	pricefix	1
9934	pricey	1
9935	pride	13
9936	priest	14
9937	primari	15
9938	primarili	1
9939	prime	117
9940	primit	1
9941	princ	8
9942	princeton	2
9943	princip	6
9944	principl	19
9945	prinosil	2
9946	print	5
9947	prior	15
9948	prioriti	40
9949	priscilla	1
9950	prisilla	1
9951	prison	142
9952	prissila	1
9953	pristavkin	4
9954	pristina	5
9955	privaci	4
9956	privat	58
9957	privatesector	1
9958	privi	1
9959	privileg	9
9960	priyanka	1
9961	prize	12
9962	pro	7
9963	proactiv	2
9964	probabl	63
9965	probat	5
9966	probe	32
9967	probiti	1
9968	problem	99
9969	problemat	4
9970	proce	5
9971	procedur	31
9972	proceed	24
9973	process	99
9974	procession	1
9975	proclaim	16
9976	procrimin	1
9977	prod	2
9978	prodemocraci	12
9979	prodemocrat	1
9980	prodigi	1
9981	produc	33
9982	product	14
9983	prof	1
9984	profess	2
9985	profession	15
9986	professor	33
9987	professori	1
9988	profil	24
9989	profit	13
9990	profootbal	1
9991	profound	3
9992	progbagbo	1
9993	progeni	1
9994	progenitor	1
9995	progovern	1
9996	program	51
9997	progress	35
9998	prohibit	6
9999	proiraqi	1
10000	proisrael	2
10001	project	26
10002	projectil	1
10003	prokremlin	1
10004	prokuplj	1
10005	prolifer	1
10006	prolong	8
10007	promila	3
10008	promilosev	10
10009	promin	20
10010	promis	102
10011	promot	28
10012	prompt	46
10013	promptli	4
10014	prone	3
10015	pronounc	12
10016	proof	11
10017	proouattara	2
10018	prop	2
10019	propag	1
10020	propaganda	19
10021	propalestinian	4
10022	prope	1
10023	propel	5
10024	propens	1
10025	proper	12
10026	properli	4
10027	properti	12
10028	prophet	2
10029	propon	2
10030	proport	3
10031	proportion	1
10032	propos	27
10033	proposit	7
10034	proprietor	1
10035	propuls	7
10036	proscrib	2
10037	prosecut	33
10038	prosecutor	61
10039	prospect	22
10040	prosper	30
10041	prosperi	1
10042	prostat	2
10043	prote	1
10044	protect	87
10045	protectionist	1
10046	protector	2
10047	protest	130
10048	protestor	9
10049	protic	1
10050	protract	5
10051	proud	15
10052	proudli	2
10053	prove	46
10054	proven	12
10055	provid	98
10056	providian	1
10057	provinc	30
10058	provis	7
10059	provision	4
10060	provoc	4
10061	provok	16
10062	prow	1
10063	prowestern	7
10064	prowl	1
10065	proxi	4
10066	prudenc	2
10067	prudent	6
10068	psychiatrist	1
10069	psychic	1
10070	psycholog	4
10071	psychologist	3
10072	psychosi	1
10073	ptt	1
10074	public	158
10075	publicist	1
10076	publicli	27
10077	publictransport	2
10078	publish	34
10079	puddl	1
10080	pueblo	2
10081	puerto	2
10082	puff	1
10083	puffedup	2
10084	pug	1
10085	pull	126
10086	pulpit	1
10087	puls	6
10088	pulver	1
10089	pumahambo	1
10090	pummel	1
10091	pump	10
10092	pumpkincolor	1
10093	punch	12
10094	punctuat	6
10095	punctur	9
10096	puni	1
10097	punish	48
10098	punit	2
10099	puppet	6
10100	purchas	22
10101	purdum	1
10102	pure	7
10103	purebr	2
10104	purg	3
10105	purif	3
10106	purifi	1
10107	purist	1
10108	puritan	1
10109	puriti	1
10110	purpl	4
10111	purport	1
10112	purpos	20
10113	purs	1
10114	pursu	36
10115	pursuit	1
10116	push	66
10117	pushpol	1
10118	putaway	1
10119	putin	71
10120	putsch	3
10121	puttputtputt	1
10122	puzzl	8
10123	pyno	1
10124	pyongyang	1
10125	pyramid	1
10126	pyre	9
10127	qaeda	3
10128	qaida	1
10129	qatar	15
10130	qazi	1
10131	quak	89
10132	quakecrippl	1
10133	quakedamag	1
10134	quakeravag	1
10135	quakestricken	1
10136	quaketrigg	3
10137	qualif	4
10138	qualifi	18
10139	qualiti	6
10140	quang	2
10141	quantit	1
10142	quantiti	7
10143	quantum	5
10144	quarantin	1
10145	quarrelsom	2
10146	quarten	1
10147	quarter	26
10148	quarterback	1
10149	quartercenturi	1
10150	quarterdeck	2
10151	quarterfin	26
10152	quarterfinalist	4
10153	quartermil	1
10154	quartet	1
10155	quash	1
10156	quasi	1
10157	qud	1
10158	queen	3
10159	quell	4
10160	queri	1
10161	quest	1
10162	question	213
10163	questionandansw	4
10164	queue	1
10165	quick	34
10166	quicker	3
10167	quickey	1
10168	quickli	76
10169	quickrespons	1
10170	quid	1
10171	quiet	14
10172	quieter	2
10173	quietli	13
10174	quietud	1
10175	quigley	5
10176	quill	1
10177	quinci	3
10178	quinn	11
10179	quip	1
10180	quit	62
10181	quiver	1
10182	quiz	2
10183	quizz	1
10184	quo	1
10185	quorum	2
10186	quot	44
10187	quotat	1
10188	quotear	1
10189	quotient	1
10190	quow	1
10191	quran	2
10192	r	16
10193	ra	1
10194	rabitah	1
10195	racak	1
10196	race	101
10197	racebait	1
10198	racial	4
10199	racicot	1
10200	racism	1
10201	racist	1
10202	rack	2
10203	racket	29
10204	rackham	1
10205	rad	1
10206	radar	9
10207	radardeflect	1
10208	radavan	1
10209	raddatz	1
10210	rade	2
10211	radford	1
10212	radiat	3
10213	radic	24
10214	radicor	1
10215	radio	72
10216	radioact	1
10217	radioprograma	7
10218	radoman	3
10219	radov	2
10220	radovan	3
10221	rafael	2
10222	rafiq	1
10223	raft	2
10224	rafter	27
10225	raftogi	3
10226	rag	6
10227	rage	12
10228	rahman	2
10229	raid	8
10230	rail	2
10231	railroad	5
10232	railway	6
10233	rain	26
10234	raincoat	2
10235	raini	8
10236	rainsoak	1
10237	rainstain	1
10238	rainstorm	2
10239	rais	87
10240	raj	1
10241	rajan	1
10242	rajasthan	4
10243	rajat	3
10244	rajendrakumar	1
10245	rajesh	3
10246	rala	1
10247	ralli	126
10248	ralph	10
10249	ram	9
10250	rama	1
10251	ramadan	3
10252	ramallah	4
10253	rambhai	3
10254	rambo	4
10255	ramesh	3
10256	ramirez	5
10257	ramiy	1
10258	ramo	1
10259	ramp	6
10260	rampag	6
10261	rampal	1
10262	rampant	10
10263	ramshackl	1
10264	ramstein	20
10265	ran	39
10266	ranad	3
10267	ranch	3
10268	rancher	1
10269	rancor	3
10270	rand	1
10271	randi	19
10272	random	6
10273	rang	42
10274	rangel	1
10275	ranger	1
10276	rank	31
10277	rann	1
10278	ransom	3
10279	rap	1
10280	rape	8
10281	rapid	9
10282	rapidli	13
10283	rapist	14
10284	rapproch	4
10285	raquel	2
10286	rare	54
10287	rarer	1
10288	rariti	1
10289	rariz	2
10290	rash	1
10291	rashad	1
10292	rashid	2
10293	rasik	1
10294	rat	3
10295	rate	15
10296	rath	1
10297	rathod	1
10298	ratif	1
10299	ratifi	4
10300	ration	4
10301	rational	1
10302	ratko	2
10303	ratliff	1
10304	ratnal	1
10305	ratnalaswami	1
10306	rattl	8
10307	raucou	4
10308	ravag	10
10309	raven	2
10310	ravenel	1
10311	ravin	5
10312	raw	2
10313	rawalpindi	1
10314	ray	11
10315	raymond	4
10316	raznatov	1
10317	razor	2
10318	razorthin	1
10319	razzano	4
10320	rcalif	1
10321	rdr	5
10322	reach	167
10323	reachabl	4
10324	react	9
10325	reaction	17
10326	reactionari	1
10327	reactor	5
10328	read	45
10329	reader	2
10330	readi	58
10331	reaffirm	4
10332	reagan	9
10333	real	74
10334	realist	4
10335	realiti	18
10336	realiz	32
10337	realli	105
10338	reappear	2
10339	rear	35
10340	rearrest	1
10341	reason	100
10342	reassert	2
10343	reassess	1
10344	reassum	1
10345	reassur	6
10346	rebecca	1
10347	rebel	14
10348	rebelli	1
10349	rebellion	6
10350	rebirth	1
10351	rebound	7
10352	rebroadcast	2
10353	rebuf	1
10354	rebuff	1
10355	rebuild	23
10356	rebuilt	1
10357	rebuk	3
10358	reburi	3
10359	rebutt	1
10360	recal	17
10361	recalcitr	1
10362	recant	8
10363	recap	1
10364	recaptur	6
10365	reced	4
10366	receipt	7
10367	receiv	130
10368	recent	143
10369	recept	6
10370	receptionist	1
10371	recess	1
10372	recipi	2
10373	recit	1
10374	reckon	5
10375	reclaim	5
10376	reclus	3
10377	recogn	47
10378	recognit	5
10379	recomm	1
10380	recommend	41
10381	recon	1
10382	reconcil	1
10383	reconcili	19
10384	reconnaiss	2
10385	reconsid	2
10386	reconstitut	2
10387	reconstruct	7
10388	record	83
10389	recordbreak	1
10390	recordset	2
10391	recount	16
10392	recov	130
10393	recoveri	48
10394	recreat	10
10395	recrimin	1
10396	recruit	11
10397	rectifi	1
10398	rector	1
10399	recuper	3
10400	recur	2
10401	recurr	5
10402	red	75
10403	redandwhit	1
10404	redcarpet	2
10405	reded	1
10406	redeem	2
10407	redefin	2
10408	redempt	1
10409	redesign	1
10410	redesignwo	1
10411	redey	4
10412	redford	1
10413	redhand	1
10414	redhot	1
10415	rediscov	1
10416	redistrict	1
10417	redlett	1
10418	redress	1
10419	redskin	1
10420	reduc	27
10421	reduct	2
10422	reebok	1
10423	reeca	1
10424	reeduc	2
10425	reeker	9
10426	reel	1
10427	reelect	30
10428	reemerg	3
10429	reenerg	1
10430	reengag	1
10431	reenlist	2
10432	reenter	5
10433	reestablish	1
10434	reev	1
10435	reevalu	1
10436	reexamin	3
10437	refer	58
10438	referendum	9
10439	refin	1
10440	refineri	4
10441	refit	2
10442	reflag	1
10443	reflect	36
10444	reflex	1
10445	reform	46
10446	reformmind	2
10447	refrain	3
10448	refresh	2
10449	refriger	2
10450	refuel	122
10451	refug	7
10452	refuge	7
10453	refugeeprocess	1
10454	refund	1
10455	refurbish	1
10456	refus	113
10457	refut	3
10458	regain	13
10459	regalia	2
10460	regalla	1
10461	regard	32
10462	regardless	7
10463	regga	1
10464	regim	64
10465	region	153
10466	regist	31
10467	registr	4
10468	registri	2
10469	regret	13
10470	regroup	5
10471	regul	12
10472	regular	14
10473	regularli	4
10474	regulatori	1
10475	rehabilit	4
10476	rehears	2
10477	rehir	1
10478	rehnquist	2
10479	reicher	1
10480	reichstag	1
10481	reign	11
10482	reignit	1
10483	reimpos	1
10484	rein	8
10485	reincarn	1
10486	reinforc	18
10487	reingrati	2
10488	reinstat	2
10489	reinstitut	1
10490	reintegr	5
10491	reiter	8
10492	reject	61
10493	rejoic	3
10494	rejoin	2
10495	rekanlt	1
10496	rel	75
10497	relat	100
10498	relationship	41
10499	relax	12
10500	relay	6
10501	relearn	1
10502	releas	152
10503	relent	1
10504	relentless	4
10505	relev	6
10506	reli	10
10507	reliabl	2
10508	relianc	3
10509	relief	64
10510	reliev	9
10511	religi	27
10512	religion	8
10513	relinquish	8
10514	relish	2
10515	reliv	2
10516	reloc	1
10517	reluct	13
10518	reluctantli	2
10519	remain	329
10520	remaind	6
10521	remak	1
10522	remark	39
10523	rematch	5
10524	remedi	1
10525	rememb	54
10526	remembr	2
10527	remind	27
10528	reminisc	2
10529	remiss	13
10530	remnant	3
10531	remors	2
10532	remot	16
